property_name,additional_info,address,area,city,hotel_category,hotel_facilities,hotel_star_rating,province,review_count_by_category,room_count,room_facilities,room_type,site_review_rating,state
Sinclairs Bayview Port Blair,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|Free Internet,South Point,South Point,Port Blair,regular,"Swimming Pool|Airport Transfer Available / Surcharge|Ballroom|Banquet Facilities|Bar / Lounge |Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Games Zone|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Spa On Site - Chargeable|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Wedding Services Facility|Catering|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|Disabled Friendly Rooms|Fax Machine|Kitchen available (home cook food on request)|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Wheelchair Accessibility - Room|Pool Table|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Private Beach|Smoking Area |Open Air Restaurant / Dining |Transfers Available| Bike on Rent|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Kids Play Zone|Water Dispenser Available|Taxi Services|Board Room|Food Facility|Internet Access Free|Newspapers In Lobby|Electronic Check-Out|Postal / Parcel Services|Family Room|Party hall|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Adjoining Rooms|Courtesy Coach|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|Recreation Zone|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Metal Detectors|Paid Transfers|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Stamps and Mailing Facility|Suites",3,Port Blair,positive reviews::107|critical reviews::6|reviews with images::11,48,"Room Service |Air Conditioning |Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Hairdryer (on request)|Iron / Ironing board available|Tea Coffee Kettle / Maker|Telephone|Shower Facility Available|Breakfast Available (surcharge)|Newspapers|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Slippers|Shaving Kit /Dental Kit|Moisturiser|Safe - In - Room |Coffee Table|Wardrobe|HD / LCD Satellite TV |Sofa Table / Extra Seats |Split A.C's|International Switch Plugs (on request)|TV|Mirror|Mini Refrigerator|Stationery Kit|Luggage Rack|Attached Bathroom",Deluxe Room,4.4,Andaman and Nicobar Islands
Shri Krupa Niwas,Room Service,"Revatale, Near Dr. Zantye hospital, Malvan.","Near Malvan Jetty, Medha",Malvan,regular,Doctor on Call|Lift / Elevator|Lobby|Veranda|Taxi Services|Parking Facility|Room Service|Trekking|Fire Safety|Anti-Slip Ramps|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk,0,Malvan,,3,Room Service |Alarm Clock|Basic Bathroom Amenities|Ceiling Fan|Newspapers|Mineral Water|Housekeeping|Window Opens|Makeup / Shaving Mirror|Shaving Kit /Dental Kit|Moisturiser|Wardrobe|TV|Mirror|Attached Bathroom|Dustbins|Sufficient Lighting|Western Toilet Seat,Standard Room,,Maharashtra
Sisys Homestay,,"No 37/1911, Mullasseril Emmanuel Lane Kadavanthra, Kaloor, Ernakulam",Ernakulam,Ernakulam,regular,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk,0,Ernakulam,,3,"Room Service |Cable / Satellite / Pay TV available|Ceiling Fan|Mineral Water|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Sofa Cum Bed Available|Slippers|Pinup Boards|Bathtub Only|Primium Bathrooms|Attached Bathroom",Standard Room,,Kerala
Sky Residency( Tambaram),Room Service,"No.19/2,Rajaji Road, West Tambaram,",Perungalathur,Chennai,regular,Doctor on Call|Parking Facilities Available|Front Desk|24 Hour Front Desk|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service|Fire Safety|CCTV|Public Restrooms,0,Chennai,,10,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Telephone|Newspapers|Mineral Water| Hot / Cold Running Water|Toiletries,Non Ac Room,,Tamil Nadu
Shri New Darshsan Guest House,,"Hari Phatak road, Begam bagh Colony,Mahakal Road, Ujjain",Freeganj Area,Ujjain,regular,STD / ISD|Baggage Room|Adjoining Rooms|Outdoor Parking - Secured|Parking Facility,0,Ujjain,positive reviews::0|critical reviews::1|reviews with images::0,5,Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Dressing Area|Luggage Rack|Attached Bathroom,Non AC Double Bedded,1,Madhya Pradesh
SHREE KRISHNA RESIDENCY,Room Service|Internet Access|Free Internet,"Lal Bagh, Near Cm Science Collage","Lal Bagh, Near Cm Science Collage",Darbhanga,regular,Airport Transfer Available / Surcharge|Banquet Facilities|Concierge|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Catering|Translation Services|Wake-up Call / Service|Suitable For Children|Conference Facility |Kitchen available (home cook food on request)|Multi - Line Phone|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Taxi Services|Rooftop Garden|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Family Room|Party hall|Air / Rail Booking|Baggage Room|Laptop Available on Hire|RO Water Purification System|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Room Service|CCTV|Hotel Trading License|Paid Transfers|Security at All Hotel Entrances|Suites,3,Darbhanga,positive reviews::25|critical reviews::3|reviews with images::8,27,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Internet Connection In Room|Telephone|Newspapers|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Wardrobe|HD / LCD Satellite TV |Split A.C's|TV|Mirror|Attached Bathroom|Curtains/Shades|Western Toilet Seat,Business  Room,4.4,Bihar
Spark service apartment,Room Service|Internet Access|Free Internet,"No 1000, Lakshmipuram    Opp Apollo Hospitals,    NearRamanuja Circle,      Tiruchanur Road,           TIRUPATHI   Andhra Pradesh 517501                INDIA",Main Town,Tirupati,regular,Business Center |Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Catering|Kitchen available (home cook food on request)|Veranda|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Internet / Fax (Reception area only)|Parking Facility|Internet Access|Room Service,2,Tirupati,positive reviews::0|critical reviews::1|reviews with images::0,9,Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Ensuite / Private Bathroom|Full Kitchen|Kitchenette|Internet Connection In Room|Telephone|Shower Facility Available|Newspapers|Shower Caps Available|Mineral Water| Hot / Cold Running Water|Housekeeping|Desk in Room|Toiletries|Window Opens|Primium Bathrooms|Premium Amenities / Toiletries|Second Bathrooms|Safe (on request)|Coffee Table|Wardrobe|Sofa Table / Extra Seats |TV|Mirror|Induction Plate|Attached Bathroom,2 Bed Room Serviced Apartment,1.6,Andhra Pradesh
Solar Residency,,"bund road, near modern hospital,Rajbagh, Srinagar",Zero Bridge,Srinagar,regular,,4,Srinagar,positive reviews::22|critical reviews::1|reviews with images::4,53,Room Service |Air Conditioning |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Radio|Telephone,Deluxe Room,4.3,Jammu and Kashmir
Sky View Guest House,,"4721,Shora Kothi,Main Bazar,Pahar Ganj",Paharganj,Delhi,regular,Airport Transfer Available / Surcharge|Doctor on Call|Dry Cleaning|Front Desk|Locker Facility|Local Tour / Travel Desk|Power Backup|RO Water Purification System,0,Delhi,positive reviews::9|critical reviews::7|reviews with images::2,28,Cable / Satellite / Pay TV available|Ceiling Fan|Telephone| Hot / Cold Running Water|Attached Bathroom,Standard Non A.C,2.9,Delhi
Sree Annapoorna Lodging,Room Service|Restaurant,"75, East Arokiasamy Road, R.S Puram.",R.S. Puram,Coimbatore,regular,Lobby|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility,0,Coimbatore,positive reviews::11|critical reviews::0|reviews with images::1,5,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Telephone|Housekeeping|Desk in Room|Breakfast Available|Attached Bathroom,Standard room,4.1,Tamil Nadu
Sonchafa The Motel,Room Service,"Dhuriwada, Malvan","Malvan, Sindhudurg District",Malwan,regular,Concierge|Doctor on Call|Dry Cleaning|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Luggage Storage|Doorman|Food Facility|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Parking Facility|Room Service,1,Malwan,,12,Room Service |Basic Bathroom Amenities|Housekeeping|Attached Bathroom,Standard  Non Ac,,Maharashtra
Silver Inn Guest House,Room Service|Internet Access|Restaurant|Free Internet,21(1178) Deb Banerjee Road Kol-39,Ruby,Kolkata,regular,Doctor on Call|Laundry Service Available|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Medical Assistance Available|Power Backup|Internet Access Free|Parking Facility|Internet Access|Restaurant|Room Service|Suites,0,Kolkata,positive reviews::2|critical reviews::3|reviews with images::1,5,Room Service |Air Conditioning |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Internet Connection In Room|Telephone| Hot / Cold Running Water|HD / LCD Satellite TV,Deluxe room,2.5,West Bengal
Sivaraj Holiday Inn,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|Free Internet,# 603 Junction Main Road,Bus Stand Area,Salem,regular,"Swimming Pool|Ballroom|Banquet Facilities|Bar / Lounge |Barbecue Area|Beauty Salon - on charge|Business Center |Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Welcome Drinks|Express Check-In / Check-Out|Gardens|Wedding Services Facility|Translation Services|Wake-up Call / Service|Sauna|Separate Sitting Area|Coffee Shop / Cafe|Smoking Rooms|Disabled Friendly Rooms|Electronic / Magnetic Keys|Fire Place Available |Jacuzzi|Wheelchair Accessibility - Room|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Transfers Available|Shopping Drop Facility (on fixed timings)|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Karaoke |Rooftop Garden|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|STD / ISD|Baggage Room|Courier Service|Internet / Fax (Reception area only)|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility",4,Salem,positive reviews::198|critical reviews::13|reviews with images::32,77,Room Service |Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Mineral Water| Hot / Cold Running Water|TV,Cozy room,4.5,Tamil Nadu
Sri Chakra Inn,Room Service|Free Internet,"Arcot Road, Next to New Andhra Meals Hotel Valsarawakkam,",Others,Chennai,regular,Doctor on Call|Lift / Elevator|Front Desk|Express Laundry|Internet Access Free|Room Service (24 Hours),1,Chennai,,18,Room Service |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Internet Connection In Room,DOUBLE ROOM,,Tamil Nadu
Sinclairs Retreat Kalimpong,Room Service|Internet Access|Gym/Spa|Swimming Pool|Restaurant|Free Internet,6th Mile Purbang,Rin King Pong Road,Kalimpong,regular,Swimming Pool|Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Ballroom|Banquet Facilities|Bar / Lounge |Barbecue Area|Billiards|Business Center |Concierge|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Spa On Site - Chargeable|Table Tennis|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Computer Rental|Wedding Services Facility|Dance Performances (on demand)|Catering|Translation Services|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Fitness Equipment|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Coffee Shop / Cafe|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|Disabled Friendly Rooms|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Floor Butler|Picnic Area|Wheelchair Accessibility - Room|Pool Table|Massage Services |Nature Walk|Smoking Area |Veranda|Transfers Available| Bike on Rent|Shopping Drop Facility (on fixed timings)|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Kids Play Zone|Oxygen Cylinder (on request)|Water Dispenser Available|Taxi Services|Badminttion Court|Board Room|City Shuttle Service|Campfire / Bon Fire|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Yoga Hall / Classes|Children's Park|Postal / Parcel Services|Family Room|Party hall|Spa Services Onsite - Free|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|Adjoining Rooms|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|Recreation Zone|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Metal Detectors|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Stamps and Mailing Facility|Suites,3,Kalimpong,positive reviews::55|critical reviews::3|reviews with images::17,40,"Room Service |Alarm Clock|Balcony / Terrace|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Video/ DVD/ CD Player Available|Ceiling Fan|Ensuite / Private Bathroom|Hairdryer (on request)|Heating Facility (on request) |Iron / Ironing board available|Tea Coffee Kettle / Maker|Mini bar - On Charge |Internet Connection In Room|Telephone|Shower Facility Available|Breakfast Available (surcharge)|Reading Lamps|Shower Caps Available|Mineral Water|Shoe Shine| Hot / Cold Running Water|Housekeeping|Desk in Room|Extra Bed, Towels, Linens, Bedding (on request)|Breakfast Available|Toiletries|Window Opens|Makeup / Shaving Mirror|Sofa Cum Bed Available|Slippers|Primium Bathrooms|Premium Amenities / Toiletries|Shaving Kit /Dental Kit|Moisturiser|Handheld Showers|Safe - In - Room |Patio - Property|Hill View from all Rooms|Coffee Table|Wardrobe|HD / LCD Satellite TV |International Switch Plugs (on request)|Private Garden|TV|Rollaway Beds|Mirror|Luxurious Feather Mattresses|Mini Refrigerator|Work Station|Movies &amp; Games on demand|Stationery Kit|Luggage Rack|Attached Bathroom",Premier Room,4.5,West Bengal
SILICON HEARTH-2,Room Service,"Silicon Hearth-2 184/1,Varthur Road,Nagavapalya,C.V.Raman Nagar,Bangalore-560093","Old Airport Road, Hal",Bangalore,regular,Lobby|Front Desk|24 Hour Front Desk|Luggage Storage|Room Service (24 Hours)|Baggage Room|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Room Service|Fire Exit Signs|First-Aid Kit at Front Desk,0,Bangalore,,1,"Room Service |Alarm Clock|Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Ceiling Fan|Kitchenette|Telephone|Mineral Water|Extra Bed, Towels, Linens, Bedding (on request)|Toiletries|Window Opens|Shaving Kit /Dental Kit|Wardrobe|TV|Closet|Dustbins|Sufficient Lighting",Deluxe Room,,Karnataka
Silver Oak Plantation Bungalow,,"Kailasapara Estate, Munnar Thekkady Road, Nedumkandam, Idukki",Munnar Kumily Highway,Thekkady,regular,Locker Facility|Welcome Drinks|Power Backup|Gardens|Kitchen available (home cook food on request)|Nature Walk|Food Facility| Cook Services|Parking Facility,0,Thekkady,,3,Room Service |Basic Bathroom Amenities|Crockery / Cutlery|Ensuite / Private Bathroom| Hot / Cold Running Water|Housekeeping|Desk in Room|Luggage Rack,Planters Villa,,Kerala
Spring Valley Resort,Swimming Pool|Room Service,"Kamarkuchi, Sonapur",G.S. Road,Guwahati,regular,Swimming Pool|Airport Transfer Available / Surcharge|Ballroom|Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call,1,Guwahati,positive reviews::0|critical reviews::1|reviews with images::1,18,Room Service |Air Conditioning |Bathrobe (on request) |Basic Bathroom Amenities|Cable / Satellite / Pay TV available|Newspapers|Shower Caps Available|Mineral Water|TV|Mirror|Complete Bedding|Curtains/Shades|Dustbins|Room Door Fitted with Lock and Key|Rooms with Attached Bathrooms|Sanitary Bin|Sufficient Lighting,EXECUTIVE SUITE,1,Assam
